alg,seed,train,test,"theta [d1, t1, a1,  d2, t2, a2, shift]",pop_size,gens,stalled_gens,tolerance,patience,fitness_history,time(seconds)
PSO,630,-116754.38988350553,-1704.5821400878724,"[2.9786323081678687, 0.0, 0.15827628414759476, 113.6265093456735, 2.1487753205807056, 0.4703411241572759, 4.967923849681297, 3.963739185695138]",50,37,10,0.0001,10,"[-23702.45648440675, -26841.567235372655, -30771.275331611378, -34140.83946172114, -42740.01332448778, -53869.88558962443, -56837.40478569201, -56935.910968987475, -56935.910968987475, -59493.50882669388, -59493.50882669388, -59581.34981970542, -59586.181096531385, -61389.39841907076, -61389.39841907076, -79450.57114700817, -91923.41638317017, -95263.21215535185, -95263.21215535185, -95263.21215535185, -95263.21215535185, -95263.21215535185, -95705.47611532264, -104967.80580347912, -104967.80580347912, -104967.80580347912, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553]",3.76
PSO,631,-116754.38988350553,-1704.5821400878724,"[2.963447360076086, 0.13901799645985288, 0.3320726611911841, 200.0, 1.6000802662360294, 0.4704340774325676, 5.273152658483372, 3.681877837621124]",50,37,10,0.0001,10,"[-12188.804958751556, -31385.251075320462, -31385.251075320462, -31834.507858118726, -38683.88344229663, -46334.152520323994, -46334.152520323994, -46334.152520323994, -61334.36929461004, -61334.36929461004, -61334.36929461004, -73438.28755804697, -92045.12688075815, -92045.12688075815, -92045.12688075815, -92045.12688075815, -92045.12688075815, -94457.7747595303, -94457.7747595303, -94457.7747595303, -95263.21215535185, -95705.47611532264, -95705.47611532264, -95705.47611532264, -95705.47611532264, -104967.80580347912, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553]",3.85
PSO,634,-60269.740433941966,-5489.592405710942,"[3.5673983708960972, 1.915772789429711, 0.05, 77.41840466171867, 1.5666898072748674, 0.45911412238034716, 6.038311836005142, 9.0]",50,31,10,0.0001,10,"[-11926.209340063886, -23862.709674686645, -43388.70681775949, -43388.70681775949, -51357.03043318849, -51357.03043318849, -51357.03043318849, -53713.6400575711, -53713.6400575711, -54268.90017208728, -54797.799931887006, -54797.799931887006, -54797.799931887006, -54797.799931887006, -56680.23285141261, -56789.610034088575, -59447.34622547699, -59447.34622547699, -59468.52111418841, -59645.538724977385, -60269.740433941966, -60269.740433941966, -60269.740433941966, -60269.740433941966, -60269.740433941966, -60269.740433941966, -60269.740433941966, -60269.740433941966, -60269.740433941966, -60269.740433941966, -60269.740433941966]",3.08
PSO,629,-110152.33684783716,-3597.2650153163886,"[2.5585265600989104, 2.2229415801755747, 0.18144911404030267, 193.31144277275678, 2.239123899910184, 0.49991854576687467, 4.563285273180615, 5.992116054276948]",50,51,10,0.0001,10,"[-12345.538681723676, -18906.70535510152, -18906.70535510152, -31109.92230103888, -31109.92230103888, -31109.92230103888, -31109.92230103888, -39339.92023662876, -44640.24450748735, -49993.53635072506, -49993.53635072506, -49993.53635072506, -49993.53635072506, -49993.53635072506, -50933.18437414951, -62784.563810385174, -70330.42080141658, -70330.42080141658, -70441.96603348273, -70441.96603348273, -70441.96603348273, -72364.42787821179, -103233.66287810232, -103233.66287810232, -103233.66287810232, -103233.66287810232, -105181.35659743036, -105181.35659743036, -105181.35659743036, -105181.35659743036, -105181.35659743036, -105181.35659743036, -105181.35659743036, -106207.3712509007, -106207.3712509007, -106207.3712509007, -106207.3712509007, -106207.3712509007, -106207.3712509007, -106207.3712509007, -110152.33684783716, -110152.33684783716, -110152.33684783716, -110152.33684783716, -110152.33684783716, -110152.33684783716, -110152.33684783716, -110152.33684783716, -110152.33684783716, -110152.33684783716, -110152.33684783716]",4.96
PSO,636,-116754.38988350553,-1704.5821400878724,"[2.8837021473056126, 0.03885476521462304, 0.25503390155593986, 145.68375718808883, 1.786488447929694, 0.4708664694588332, 5.166999193526853, 3.695049515110039]",50,34,10,0.0001,10,"[-6453.789336257729, -23650.122869873117, -28439.018012440087, -28439.018012440087, -39223.80874368698, -39223.80874368698, -39223.80874368698, -39223.80874368698, -39673.1956550941, -85663.67823132014, -85663.67823132014, -85663.67823132014, -85663.67823132014, -85663.67823132014, -85663.67823132014, -92045.12688075815, -92045.12688075815, -94498.39294996693, -94498.39294996693, -94498.39294996693, -94498.39294996693, -95263.21215535185, -95263.21215535185, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553]",3.65
PSO,641,-31881.468129877478,-2696.9231008225665,"[21.158664829116958, 2.0745781464839164, 0.3357673146921756, 39.80981828076953, 2.2656183445732587, 0.5, 8.052086373578225, 8.776376658241146]",50,23,10,0.0001,10,"[-6433.414086976071, -7278.279766921914, -7933.088859561392, -22530.399000783447, -25766.577932537133, -28404.41421981066, -28404.41421981066, -29185.553257895353, -29359.437413853862, -29359.437413853862, -29359.437413853862, -29359.437413853862, -31881.468129877478, -31881.468129877478, -31881.468129877478, -31881.468129877478, -31881.468129877478, -31881.468129877478, -31881.468129877478, -31881.468129877478, -31881.468129877478, -31881.468129877478, -31881.468129877478]",1.93
PSO,639,-106207.3712509007,-3709.4299444908497,"[3.017505144226746, 1.9042862134878422, 0.18902320509206674, 20.0, 1.8913024446398519, 0.5, 5.235675251151154, 5.676391458674285]",50,25,10,0.0001,10,"[-10469.402814510815, -44843.675765788656, -44843.675765788656, -44843.675765788656, -61048.04157341758, -62749.04372217019, -62749.04372217019, -82700.65055488684, -84389.24760397569, -89083.72020997961, -89083.72020997961, -93750.49217515864, -105181.35659743036, -105181.35659743036, -106207.3712509007, -106207.3712509007, -106207.3712509007, -106207.3712509007, -106207.3712509007, -106207.3712509007, -106207.3712509007, -106207.3712509007, -106207.3712509007, -106207.3712509007, -106207.3712509007]",2.32
PSO,643,-61389.39841907076,-4328.995357396795,"[4.0457993770221465, 0.351856355673004, 0.3418352995212233, 56.768858990416845, 2.401393434402705, 0.4467437488584181, 4.622715122770755, 9.0]",50,25,10,0.0001,10,"[-41400.92572372254, -53761.84905789571, -53761.84905789571, -53761.84905789571, -58676.81411410268, -59263.70416278734, -59263.70416278734, -59263.70416278734, -59586.181096531385, -59586.181096531385, -59963.80652881007, -59963.80652881007, -59963.80652881007, -59963.80652881007, -61389.39841907076, -61389.39841907076, -61389.39841907076, -61389.39841907076, -61389.39841907076, -61389.39841907076, -61389.39841907076, -61389.39841907076, -61389.39841907076, -61389.39841907076, -61389.39841907076]",2.38
PSO,644,-61389.39841907076,-4328.995357396795,"[3.6381680493352464, 0.0, 0.47767475988683417, 20.0, 2.0785692710159083, 0.4484982846536889, 5.450994350826672, 9.0]",50,15,10,0.0001,10,"[-23513.33029694938, -36586.67712505036, -36586.67712505036, -40886.78237820284, -61389.39841907076, -61389.39841907076, -61389.39841907076, -61389.39841907076, -61389.39841907076, -61389.39841907076, -61389.39841907076, -61389.39841907076, -61389.39841907076, -61389.39841907076, -61389.39841907076]",1.41
PSO,638,-104979.28870252677,-2410.2238789657736,"[2.8659261393972013, 0.35905631846903135, 0.14134919787639744, 74.61615282199544, 1.955395410262674, 0.4906415731397738, 3.0, 4.172159203385799]",50,31,10,0.0001,10,"[-51512.417612262005, -70671.23506074217, -70671.23506074217, -70671.23506074217, -70671.23506074217, -70671.23506074217, -70671.23506074217, -72051.8743685929, -93294.05325920154, -95046.83622376852, -95705.47611532264, -103900.23348474619, -103900.23348474619, -103900.23348474619, -103900.23348474619, -103900.23348474619, -104001.52821039032, -104001.52821039032, -104001.52821039032, -104001.52821039032, -104979.28870252677, -104979.28870252677, -104979.28870252677, -104979.28870252677, -104979.28870252677, -104979.28870252677, -104979.28870252677, -104979.28870252677, -104979.28870252677, -104979.28870252677, -104979.28870252677]",3.44
PSO,642,-80145.72439436278,-2616.024015572622,"[8.32973133514577, 1.7222086712449152, 0.49407232546029517, 182.63025702591474, 1.649655662949672, 0.5, 5.81283411699121, 9.0]",50,41,10,0.0001,10,"[-6180.858323859328, -12684.69014016924, -22341.974043903043, -26300.319783211948, -26300.319783211948, -26300.319783211948, -26300.319783211948, -26300.319783211948, -33860.119677680595, -49804.588000425014, -49804.588000425014, -51085.84809439665, -51602.1403280761, -59114.93436304771, -59114.93436304771, -59114.93436304771, -59114.93436304771, -59114.93436304771, -68060.29027527386, -68060.29027527386, -68060.29027527386, -68060.29027527386, -68060.29027527386, -68060.29027527386, -79658.09441514584, -79658.09441514584, -79658.09441514584, -79658.09441514584, -79658.09441514584, -79658.09441514584, -80145.72439436278, -80145.72439436278, -80145.72439436278, -80145.72439436278, -80145.72439436278, -80145.72439436278, -80145.72439436278, -80145.72439436278, -80145.72439436278, -80145.72439436278, -80145.72439436278]",4.09
PSO,640,-54275.76415445295,-6757.782298905245,"[4.446546755658005, 1.6741245232349182, 0.42776529058004087, 188.21500121250756, 2.0260524625223284, 0.5, 8.291526393508747, 4.879583046149326]",50,43,10,0.0001,10,"[-18562.87780313918, -23669.556059628623, -23669.556059628623, -27970.45290869228, -27970.45290869228, -27970.45290869228, -30262.518107127005, -36418.311720463455, -36418.311720463455, -36489.75086770252, -36489.75086770252, -40893.74836598996, -40893.74836598996, -40893.74836598996, -47896.45059592357, -47896.45059592357, -47896.45059592357, -47896.45059592357, -47896.45059592357, -47950.80287807802, -47950.80287807802, -47950.80287807802, -47950.80287807802, -47950.80287807802, -47950.80287807802, -47950.80287807802, -49876.497177303674, -49876.497177303674, -49876.497177303674, -49876.497177303674, -49876.497177303674, -49876.497177303674, -54275.76415445295, -54275.76415445295, -54275.76415445295, -54275.76415445295, -54275.76415445295, -54275.76415445295, -54275.76415445295, -54275.76415445295, -54275.76415445295, -54275.76415445295, -54275.76415445295]",4.37
PSO,649,-65784.15293585842,-4004.838531825589,"[4.132607330139733, 1.9169800101301835, 0.32266124487991754, 25.72059043961392, 1.753909501569809, 0.5, 4.648059883501299, 9.0]",50,20,10,0.0001,10,"[-11040.314208007718, -20030.763183859544, -25951.872866561356, -56390.79428236478, -57011.56387807951, -58729.932752584, -58729.932752584, -58729.932752584, -58756.042593529215, -65784.15293585842, -65784.15293585842, -65784.15293585842, -65784.15293585842, -65784.15293585842, -65784.15293585842, -65784.15293585842, -65784.15293585842, -65784.15293585842, -65784.15293585842, -65784.15293585842]",2.01
PSO,647,-110152.33684783716,-3597.2650153163886,"[2.7802017072168317, 1.7791562953046007, 0.18203728368631314, 131.9442214292633, 1.6055281036889113, 0.5, 5.150350628343025, 5.527634947797247]",50,27,10,0.0001,10,"[-19637.763158023885, -42289.14884614919, -53560.67480900524, -53560.67480900524, -53560.67480900524, -83108.07328690335, -83108.07328690335, -83108.07328690335, -88182.54143769512, -103594.53074169935, -103594.53074169935, -106207.3712509007, -106207.3712509007, -106207.3712509007, -106207.3712509007, -106207.3712509007, -110152.33684783716, -110152.33684783716, -110152.33684783716, -110152.33684783716, -110152.33684783716, -110152.33684783716, -110152.33684783716, -110152.33684783716, -110152.33684783716, -110152.33684783716, -110152.33684783716]",2.83
PSO,646,-116754.38988350553,-1704.5821400878724,"[2.5075171489946126, 0.053481328156639946, 0.5, 84.68264360181135, 1.9998333932115109, 0.47072302895799106, 4.601107815875531, 3.565842714394153]",50,30,10,0.0001,10,"[-16469.50809356202, -34918.40194865759, -34918.40194865759, -43543.318928738125, -52904.17157533213, -70671.23506074217, -70671.23506074217, -70671.23506074217, -70671.23506074217, -77370.70562122964, -80388.55910033593, -85058.25633643636, -93949.77199727132, -94457.7747595303, -95482.83186563104, -100079.71311130351, -104967.80580347912, -104967.80580347912, -104967.80580347912, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553]",3.33
PSO,650,-104979.28870252677,-2410.2238789657736,"[3.0813754842036847, 0.33228821020211513, 0.4626075371717362, 21.997064926467758, 1.9609071750005511, 0.4904321534394352, 3.0, 4.194191190441055]",50,28,10,0.0001,10,"[-13956.005084216225, -30609.544298558863, -31807.216431682406, -36418.311720463455, -36418.311720463455, -36418.311720463455, -47218.07021232324, -49259.27023555046, -68294.7117422214, -74315.1095197831, -82351.6904124624, -84033.90480754708, -103616.60369470537, -103900.23348474619, -104001.52821039032, -104001.52821039032, -104001.52821039032, -104979.28870252677, -104979.28870252677, -104979.28870252677, -104979.28870252677, -104979.28870252677, -104979.28870252677, -104979.28870252677, -104979.28870252677, -104979.28870252677, -104979.28870252677, -104979.28870252677]",3.29
PSO,645,-116754.38988350553,-1704.5821400878724,"[2.794390427137966, 0.0, 0.05, 28.966413037321935, 1.8850546230206489, 0.4705508356997821, 4.556213968394358, 3.9949911397688216]",50,43,10,0.0001,10,"[-12774.252510813802, -53684.033391065845, -53684.033391065845, -54653.37482806109, -54653.37482806109, -54653.37482806109, -54653.37482806109, -54653.37482806109, -54722.46350101558, -71090.17840234457, -71090.17840234457, -71090.17840234457, -71090.17840234457, -71090.17840234457, -71090.17840234457, -71090.17840234457, -77579.53779504081, -77579.53779504081, -88291.75912262076, -88291.75912262076, -88291.75912262076, -88291.75912262076, -91394.60455575956, -94457.7747595303, -94457.7747595303, -95705.47611532264, -95705.47611532264, -105816.9311777904, -105816.9311777904, -105816.9311777904, -105816.9311777904, -105816.9311777904, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553]",4.74
PSO,651,-111256.64698738551,-2506.203007905364,"[3.36393326245897, 2.332464152109611, 0.07682588041890005, 133.72771168073427, 1.5105301544006549, 0.5, 3.0, 4.4856101779532045]",50,23,10,0.0001,10,"[-19268.174766699714, -53218.243422861706, -57762.1433693915, -62420.48094168464, -62420.48094168464, -62420.48094168464, -62420.48094168464, -73739.29168421742, -109741.65077107909, -109741.65077107909, -109741.65077107909, -109741.65077107909, -111256.64698738551, -111256.64698738551, -111256.64698738551, -111256.64698738551, -111256.64698738551, -111256.64698738551, -111256.64698738551, -111256.64698738551, -111256.64698738551, -111256.64698738551, -111256.64698738551]",2.21
PSO,648,-116754.38988350553,-1704.5821400878724,"[3.3387900625876803, 0.11770940765122685, 0.07157131655821693, 162.92154744390956, 2.2404570368301133, 0.4708655375716791, 5.183987032369109, 4.09693773222366]",50,38,10,0.0001,10,"[-8410.047188898614, -10191.386130500461, -12944.064658331748, -14838.759561630986, -16643.23963117245, -25424.868069271848, -41039.10877518027, -41039.10877518027, -41039.10877518027, -45546.25017115898, -55363.60039969479, -72430.74654903267, -72430.74654903267, -72430.74654903267, -72430.74654903267, -92045.12688075815, -92045.12688075815, -92045.12688075815, -95705.47611532264, -95705.47611532264, -95705.47611532264, -95705.47611532264, -95705.47611532264, -95705.47611532264, -95705.47611532264, -95705.47611532264, -103426.01658910458, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553]",4.16
